#{"t_start": 1686631012.1106446, "env_id": null}
r,l,t
0.5,5,1065.196029
0.1,1,1066.576025
-0.9,1,1067.909435
0.1,1,1069.270815
0.1,1,1070.636072
0.1,1,1072.143239
-0.4,7,1080.271529
-0.9,2,1082.917062
0.1,1,1084.257449
0.1,1,1085.649324
0.3,3,1089.609704
0.1,1,1090.980022
-0.9,1,1092.328037
0.1,1,1093.655046
0.1,1,1095.047117
-0.9,1,1096.464644
0.1,1,1097.798799
-0.9,1,1099.139023
0.1,1,1100.552778
0.1,1,1101.893232
0.1,1,1103.460522
-1.0,1,1104.648924
0.1,1,1105.971144
0.1,1,1107.335619
0.1,1,1108.716762
0.1,1,1110.145142
-0.9,1,1111.653683
-0.9,1,1112.898277
0.1,1,1114.279809
0.1,1,1115.639408
0.1,1,1116.992444
0.1,1,1118.315308
-0.3,8,1127.877446
-0.2,8,1137.338468
0.7,7,1145.931814
0.6,6,1153.228134
0.6,6,1160.557437
-0.3,7,1168.809782
0.6,6,1176.105504
-0.4,6,1182.955076
-0.5,6,1189.881318
0.5,5,1196.057372
-0.8,3,1199.928221
0.1,1,1201.367039
0.1,1,1202.71345
0.1,1,1204.058197
0.1,1,1205.526485
-0.5,7,1213.880939
0.2,2,1216.415661
0.1,1,1217.748995
-1.0,1,1219.121334
0.1,1,1220.509567
0.1,1,1221.882029
0.1,1,1223.225987
0.1,1,1224.572474
0.1,1,1226.107747
0.5,6,1233.321892
-0.4,6,1240.393867
-0.7,4,1245.404522
-1.0,1,1246.771475
0.1,1,1248.12475
-0.9,1,1249.415451
-0.9,1,1250.757775
0.1,1,1252.195396
0.1,1,1253.472715
0.1,1,1254.815655
0.5,6,1262.539501
-0.9,1,1263.853264
0.1,1,1265.167433
0.1,1,1266.54637
-0.9,1,1267.85323
0.1,1,1269.20097
-0.9,1,1270.55585
0.1,1,1271.892229
-0.3,7,1280.120892
0.5,5,1286.187721
0.5,5,1292.16274
0.0,1,1293.452466
-0.2,8,1302.995354
-0.8,3,1306.824686
0.1,1,1308.149961
0.1,1,1309.491173
0.1,1,1310.875752
-0.9,1,1312.199572
0.1,1,1313.549267
0.7,7,1322.08635
-0.4,6,1328.957754
-0.6,5,1334.584283
0.1,1,1335.990977
0.1,1,1337.352332
0.1,1,1338.727256
0.1,1,1340.211039
0.1,1,1341.525098
0.1,1,1342.874398
0.1,1,1344.268561
0.1,1,1345.601557
0.1,1,1346.959993
0.1,1,1348.310004
0.1,1,1349.659022
0.1,1,1351.080473
0.1,1,1352.443891
0.1,1,1353.793901
0.1,1,1355.213243
0.1,1,1356.537675
0.1,1,1357.86982
-0.9,1,1359.225361
-0.9,1,1360.53546
0.1,1,1361.867036
0.1,1,1363.237235
-0.9,1,1364.55989
0.1,1,1365.973081
0.1,1,1367.31864
-0.9,1,1368.625775
0.1,1,1370.030461
-0.9,1,1371.341615
0.1,1,1372.684963
0.1,1,1374.061369
0.1,1,1375.40408
-0.9,1,1376.725329
0.1,1,1378.113394
0.1,1,1379.456103
0.1,1,1380.821794
0.1,1,1382.290433
0.1,1,1383.582316
0.1,1,1384.932094
-0.9,1,1386.277893
-0.5,6,1393.115626
0.6,6,1400.444016
0.4,4,1405.684031
-0.9,1,1407.008253
-0.9,1,1408.402581
0.1,1,1409.718158
0.1,1,1411.111626
0.1,1,1412.457282
0.1,1,1413.827804
-0.9,1,1415.22824
0.1,1,1416.578719
-0.9,1,1417.879539
0.1,1,1419.264806
0.1,1,1420.619429
0.1,1,1421.9811
0.1,1,1423.369522
0.1,1,1424.733033
-0.9,1,1426.132321
0.1,1,1427.533671
0.1,1,1428.881994
0.1,1,1430.22065
0.1,1,1431.626976
-0.9,1,1432.959167
0.1,1,1434.322134
0.1,1,1435.688771
-0.9,1,1436.968574
-0.9,1,1438.437301
-0.3,8,1447.820591
0.2,2,1450.414464
0.1,1,1451.773184
0.1,1,1453.155476
0.1,1,1454.503699
-0.9,1,1455.830449
0.1,1,1457.335472
0.7,7,1465.782311
-0.7,5,1472.320257
-1.0,1,1473.64545
0.1,1,1474.960788
0.1,1,1476.3396
0.1,1,1477.689339
0.1,1,1479.018931
0.1,2,1481.679778
0.1,1,1483.01909
0.1,1,1484.378009
0.1,1,1485.787555
0.1,1,1487.257656
-0.9,1,1488.460051
0.1,1,1489.796438
0.1,1,1491.149626
0.1,1,1492.512922
0.1,1,1493.882127
0.1,1,1495.27629
-0.9,1,1496.580537
0.1,1,1497.908062
0.1,1,1499.285496
0.1,1,1500.607736
0.1,1,1502.032851
0.1,1,1503.360616
0.1,1,1504.70277
-0.9,1,1506.049073
0.1,1,1507.414295
0.1,1,1508.76424
0.1,1,1510.163053
0.1,1,1511.48072
0.1,1,1512.833186
0.1,1,1514.15665
-0.9,1,1515.505898
-0.9,1,1516.843122
0.1,1,1518.2535
-0.9,1,1519.564352
0.1,1,1520.893753
0.1,1,1522.249746
0.1,1,1523.558595
0.1,1,1525.070701
0.1,1,1526.320128
0.1,1,1527.672372
0.1,1,1529.04524
0.1,1,1530.389173
0.1,1,1531.787997
0.1,1,1533.135461
-0.9,1,1534.442673
-0.9,1,1535.801385
0.1,1,1537.131248
0.1,1,1538.488333
-0.9,1,1539.84901
0.3,3,1543.765382
-0.9,1,1545.097453
0.1,1,1546.518508
-0.9,1,1547.896657
-0.9,1,1549.236085
0.1,1,1550.601281
-0.9,1,1551.969129
0.1,1,1553.324277
0.1,1,1554.672856
0.1,1,1556.079015
-0.9,1,1557.398679
-0.9,1,1558.760485
0.1,1,1560.093102
0.1,1,1561.47886
0.1,1,1562.831249
0.1,1,1564.18434
-0.9,1,1565.52793
0.1,1,1566.808527
-0.4,6,1573.718694
-0.3,7,1581.886567
0.1,1,1583.247262
0.1,1,1584.57923
0.1,1,1585.932316
0.1,1,1587.275532
0.1,1,1588.621452
0.1,1,1589.952716
0.1,1,1591.304928
0.1,1,1592.663326
0.1,1,1594.024839
0.1,1,1595.404903
0.1,1,1596.733621
0.1,1,1598.06078
0.1,1,1599.469411
-0.9,1,1600.819844
0.1,1,1602.228444
-0.9,1,1603.526169
-0.9,1,1604.999859
-0.3,8,1614.306747
0.1,1,1615.694052
0.1,1,1617.068511
0.1,1,1618.439625
0.1,1,1619.766955
-0.9,1,1621.126283
0.1,1,1622.52335
0.1,1,1623.833609
0.1,1,1625.198961
0.1,1,1626.555138
0.1,1,1627.892775
0.1,1,1629.264853
-0.9,1,1630.633265
0.1,1,1631.97035
0.1,1,1633.379495
0.1,1,1634.694308
-0.9,1,1636.061723
-0.9,1,1637.436454
0.1,1,1638.799742
0.1,1,1640.101771
0.1,1,1641.487729
0.1,1,1642.828376
-0.9,1,1644.136255
0.1,1,1645.513654
-0.9,1,1646.848252
-0.9,1,1648.227749
0.1,1,1649.573081
0.1,1,1650.936289
0.1,1,1652.331323
0.1,1,1653.654427
-0.9,1,1654.99727
0.1,1,1656.389663
0.1,1,1657.729005
-0.9,1,1659.045075
0.1,1,1660.419332
0.2,2,1663.092744
0.1,1,1664.447567
0.1,1,1665.84768
0.1,1,1667.180267
0.1,1,1668.499157
0.1,1,1669.840663
-0.9,1,1671.18386
0.1,1,1672.545188
-0.9,1,1673.865313
-0.9,1,1675.255279
0.1,1,1676.608401
0.1,1,1677.99702
-0.9,1,1679.341718
-0.9,1,1680.72296
0.1,1,1682.098322
-0.9,1,1683.44426
0.1,1,1684.772692
0.1,1,1686.174759
-0.9,1,1687.478069
0.1,1,1688.864332
0.1,1,1690.213461
0.1,1,1691.536225
0.1,1,1692.919443
0.1,1,1694.297159
0.1,1,1695.698063
0.1,1,1697.040239
0.1,1,1698.402634
0.1,1,1699.742339
0.1,1,1701.110542
0.1,1,1702.444719
0.1,1,1703.78684
0.1,1,1705.182037
0.1,1,1706.557889
0.1,1,1707.957312
-0.9,1,1709.286644
0.1,1,1710.666092
-0.9,1,1712.087975
0.1,1,1713.416416
0.1,1,1714.764678
0.1,1,1716.104565
0.1,1,1717.440503
0.1,1,1718.806795
0.1,1,1720.177193
0.1,1,1721.527016
0.1,1,1722.916044
0.1,1,1724.269478
0.1,1,1725.674458
0.1,1,1727.078217
-0.9,1,1728.418132
0.1,1,1729.771151
0.1,1,1731.141611
0.1,1,1732.502285
0.1,1,1733.85887
-0.9,1,1735.214575
0.1,1,1736.545922
0.1,1,1737.918082
0.1,1,1739.266467
0.1,1,1740.644436
0.1,1,1742.054015
0.1,1,1743.424319
0.1,1,1744.792379
0.1,1,1746.161743
-0.9,1,1747.498577
-0.9,1,1748.818633
0.1,1,1750.199269
0.1,1,1751.550795
0.1,1,1752.981974
0.1,1,1754.282993
0.1,1,1755.689368
0.1,1,1757.065795
0.1,1,1758.385764
0.1,1,1759.716663
0.1,1,1761.090672
0.1,1,1762.442071
0.1,1,1763.77554
0.1,1,1765.14079
0.1,1,1766.453358
0.1,1,1767.795316
0.1,1,1769.158429
0.1,1,1770.505525
0.1,1,1771.909571
0.1,1,1773.224297
0.1,1,1774.586856
0.1,1,1775.983335
0.1,1,1777.335731
0.1,1,1778.673844
0.1,1,1780.060829
0.1,1,1781.389868
